"","V1","V2","V3"
"1",0.275720164609054,0.39917695473251,0.325102880658436
"2",0.226299694189602,0.226299694189602,0.547400611620795
"3",0.249728555917481,0.207383279044517,0.542888165038002
"4",0.28494623655914,0.28494623655914,0.43010752688172
"5",0.200716845878136,0.222222222222222,0.577060931899642
"6",0.202749140893471,0.192439862542955,0.604810996563574
"7",0.244444444444444,0.311111111111111,0.444444444444444
"8",0.246471226927253,0.152008686210641,0.601520086862106
"9",0.335449735449735,0.487830687830688,0.176719576719577
"10",0.187793427230047,0.39906103286385,0.413145539906103
"11",0.177777777777778,0.327777777777778,0.494444444444444
"12",0.153772683858644,0.577841451766953,0.268385864374403
"13",0.195624195624196,0.195624195624196,0.608751608751609
"14",0.180894308943089,0.626016260162602,0.193089430894309
"15",0.308176100628931,0.317610062893082,0.374213836477987
"16",0.118316268486917,0.166097838452787,0.715585893060296
"17",0.458333333333333,0.294871794871795,0.246794871794872
"18",0.666666666666667,0.254295532646048,0.0790378006872852
"19",0.286501377410468,0.220385674931129,0.493112947658402
"20",0.210382513661202,0.234972677595628,0.554644808743169
"21",0.204022988505747,0.238505747126437,0.557471264367816
"22",0.562706270627063,0.29042904290429,0.146864686468647
"23",0.28494623655914,0.28494623655914,0.43010752688172
"24",0.276960784313726,0.33578431372549,0.387254901960784
"25",0.288065843621399,0.393004115226337,0.318930041152263
"26",0.273224043715847,0.273224043715847,0.453551912568306
"27",0.189102564102564,0.217948717948718,0.592948717948718
"28",0.244152046783626,0.489766081871345,0.266081871345029
"29",0.553129548762737,0.155749636098981,0.291120815138282
"30",0.270655270655271,0.492877492877493,0.236467236467236
"31",0.430997876857749,0.201698513800425,0.367303609341826
"32",0.213627992633518,0.197053406998158,0.589318600368324
"33",0.578869047619048,0.19047619047619,0.230654761904762
"34",0.341625207296849,0.505804311774461,0.15257048092869
"35",0.253472222222222,0.144097222222222,0.602430555555556
"36",0.233676975945017,0.481099656357388,0.285223367697594
"37",0.633260711692084,0.243282498184459,0.123456790123457
"38",0.317610062893082,0.336477987421384,0.345911949685535
"39",0.346278317152104,0.307443365695793,0.346278317152104
"40",0.678936605316973,0.169734151329243,0.151329243353783
"41",0.595903165735568,0.25512104283054,0.148975791433892
"42",0.338501291989664,0.478036175710594,0.183462532299742
"43",0.676716917922948,0.194304857621441,0.128978224455611
"44",0.408045977011494,0.304597701149425,0.28735632183908
"45",0.655913978494624,0.18494623655914,0.159139784946237
"46",0.38752052545156,0.397372742200328,0.215106732348112
"47",0.497777777777778,0.297777777777778,0.204444444444444
"48",0.227682227682228,0.200655200655201,0.571662571662572
"49",0.32183908045977,0.28735632183908,0.390804597701149
"50",0.304597701149425,0.28735632183908,0.408045977011494
"51",0.24702380952381,0.282738095238095,0.470238095238095
"52",0.151960784313726,0.247549019607843,0.600490196078431
"53",0.231143552311436,0.267639902676399,0.501216545012166
"54",0.487455197132617,0.32078853046595,0.191756272401434
"55",0.192901234567901,0.220679012345679,0.58641975308642
"56",0.200803212851406,0.514056224899598,0.285140562248996
"57",0.348238482384824,0.437669376693767,0.214092140921409
"58",0.592592592592593,0.239651416122004,0.167755991285403
"59",0.28042328042328,0.312169312169312,0.407407407407407
"60",0.445482866043614,0.258566978193146,0.29595015576324
"61",0.152094717668488,0.127504553734062,0.72040072859745
"62",0.495126705653021,0.325536062378168,0.179337231968811
"63",0.633911368015414,0.177263969171484,0.188824662813102
"64",0.661333333333333,0.149333333333333,0.189333333333333
"65",0.289855072463768,0.289855072463768,0.420289855072464
"66",0.212121212121212,0.251082251082251,0.536796536796537
"67",0.337414965986395,0.239455782312925,0.42312925170068
"68",0.268817204301075,0.268817204301075,0.462365591397849
"69",0.713615023474178,0.171361502347418,0.115023474178404
"70",0.561032863849765,0.251173708920188,0.187793427230047
"71",0.414965986394558,0.333333333333333,0.251700680272109
"72",0.447154471544715,0.32520325203252,0.227642276422764
"73",0.168168168168168,0.168168168168168,0.663663663663664
"74",0.270707070707071,0.197979797979798,0.531313131313131
"75",0.273927392739274,0.471947194719472,0.254125412541254
"76",0.265795206971678,0.252723311546841,0.481481481481482
"77",0.206467661691542,0.497512437810945,0.296019900497512
"78",0.614255765199161,0.236897274633124,0.148846960167715
"79",0.377818403412553,0.505789152955515,0.116392443631932
"80",0.238095238095238,0.466666666666667,0.295238095238095
"81",0.141350210970464,0.112869198312236,0.7457805907173
"82",0.260416666666667,0.291666666666667,0.447916666666667
"83",0.486434108527132,0.352713178294574,0.160852713178295
"84",0.176666666666667,0.196666666666667,0.626666666666667
"85",0.233830845771144,0.181592039800995,0.584577114427861
"86",0.268817204301075,0.268817204301075,0.462365591397849
"87",0.492063492063492,0.263492063492063,0.244444444444444
"88",0.228650137741047,0.253443526170799,0.517906336088154
"89",0.350282485875706,0.350282485875706,0.299435028248588
"90",0.194719471947195,0.174917491749175,0.63036303630363
"91",0.466397849462366,0.329301075268817,0.204301075268817
"92",0.140952380952381,0.203809523809524,0.655238095238095
"93",0.402203856749311,0.369146005509642,0.228650137741047
"94",0.478395061728395,0.209876543209877,0.311728395061728
"95",0.0958751393534002,0.192865105908584,0.711259754738016
"96",0.206349206349206,0.206349206349206,0.587301587301587
"97",0.200757575757576,0.553030303030303,0.246212121212121
"98",0.184027777777778,0.204861111111111,0.611111111111111
"99",0.429223744292237,0.442922374429224,0.127853881278539
"100",0.339080459770115,0.339080459770115,0.32183908045977
"101",0.38768115942029,0.38768115942029,0.22463768115942
"102",0.177350427350427,0.151709401709402,0.670940170940171
"103",0.162257495590829,0.532627865961199,0.305114638447972
"104",0.222222222222222,0.213213213213213,0.564564564564565
"105",0.15137956748695,0.158090976882923,0.690529455630127
"106",0.283828382838284,0.224422442244224,0.491749174917492
"107",0.535947712418301,0.222222222222222,0.241830065359477
"108",0.228956228956229,0.188552188552189,0.582491582491583
"109",0.196702002355713,0.189634864546525,0.613663133097762
"110",0.310077519379845,0.437984496124031,0.251937984496124
"111",0.156862745098039,0.50140056022409,0.341736694677871
"112",0.244047619047619,0.235119047619048,0.520833333333333
"113",0.186666666666667,0.586666666666667,0.226666666666667
"114",0.361111111111111,0.204861111111111,0.434027777777778
"115",0.186761229314421,0.197399527186761,0.615839243498818
"116",0.227642276422764,0.520325203252033,0.252032520325203
"117",0.6256038647343,0.190821256038647,0.183574879227053
"118",0.12008281573499,0.148033126293996,0.731884057971014
"119",0.322404371584699,0.273224043715847,0.404371584699454
"120",0.32183908045977,0.35632183908046,0.32183908045977
"121",0.282485875706215,0.299435028248588,0.418079096045198
"122",0.187943262411348,0.219858156028369,0.592198581560284
"123",0.506410256410256,0.256410256410256,0.237179487179487
"124",0.521035598705502,0.27831715210356,0.200647249190939
"125",0.229024943310658,0.54875283446712,0.222222222222222
"126",0.122685185185185,0.136574074074074,0.740740740740741
"127",0.239197530864198,0.165123456790123,0.595679012345679
"128",0.198581560283688,0.187943262411348,0.613475177304965
"129",0.277777777777778,0.277777777777778,0.444444444444444
"130",0.244725738396625,0.339662447257384,0.415611814345992
"131",0.173669467787115,0.215686274509804,0.610644257703081
"132",0.189497716894977,0.168949771689498,0.641552511415525
"133",0.315634218289086,0.510324483775811,0.174041297935103
"134",0.220064724919094,0.521035598705502,0.258899676375405
"135",0.431111111111111,0.344444444444444,0.224444444444444
"136",0.249417249417249,0.501165501165501,0.249417249417249
"137",0.658660844250364,0.163027656477438,0.178311499272198
"138",0.2465483234714,0.140039447731755,0.613412228796844
"139",0.263532763532764,0.152421652421652,0.584045584045584
"140",0.32280701754386,0.375438596491228,0.301754385964912
"141",0.174917491749175,0.600660066006601,0.224422442244224
"142",0.196825396825397,0.568253968253968,0.234920634920635
"143",0.242690058479532,0.347953216374269,0.409356725146199
"144",0.2560706401766,0.309050772626932,0.434878587196468
"145",0.165951359084406,0.663805436337625,0.170243204577969
"146",0.212121212121212,0.564393939393939,0.223484848484849
"147",0.177944862155388,0.681704260651629,0.140350877192982
"148",0.187396351575456,0.14759535655058,0.665008291873963
"149",0.216809933142311,0.262655205348615,0.520534861509073
"150",0.216264521894549,0.170688114387846,0.613047363717605
"151",0.176666666666667,0.586666666666667,0.236666666666667
"152",0.166666666666667,0.154618473895582,0.678714859437751
"153",0.193121693121693,0.149470899470899,0.657407407407407
"154",0.234972677595628,0.210382513661202,0.554644808743169
"155",0.196296296296296,0.52962962962963,0.274074074074074
"156",0.214521452145215,0.570957095709571,0.214521452145215
"157",0.31638418079096,0.367231638418079,0.31638418079096
"158",0.246031746031746,0.484126984126984,0.26984126984127
"159",0.624183006535948,0.19281045751634,0.183006535947712
"160",0.225396825396825,0.244444444444444,0.53015873015873
"161",0.556169429097606,0.279926335174954,0.16390423572744
"162",0.633017875920084,0.213459516298633,0.153522607781283
"163",0.282485875706215,0.299435028248588,0.418079096045198
"164",0.28735632183908,0.32183908045977,0.390804597701149
"165",0.166666666666667,0.174731182795699,0.658602150537634
"166",0.200716845878136,0.211469534050179,0.587813620071685
"167",0.731922398589065,0.141975308641975,0.126102292768959
"168",0.460024600246003,0.305043050430504,0.234932349323493
"169",0.191033138401559,0.179337231968811,0.62962962962963
"170",0.515686274509804,0.315686274509804,0.168627450980392
"171",0.266666666666667,0.526666666666667,0.206666666666667
"172",0.21969696969697,0.134469696969697,0.645833333333333
"173",0.320910973084886,0.215320910973085,0.463768115942029
"174",0.534216335540839,0.236203090507726,0.229580573951435
"175",0.279835390946502,0.378600823045267,0.34156378600823
"176",0.215686274509804,0.619047619047619,0.165266106442577
"177",0.327777777777778,0.294444444444444,0.377777777777778
"178",0.254125412541254,0.372937293729373,0.372937293729373
"179",0.700653594771242,0.163398692810458,0.135947712418301
"180",0.346883468834688,0.395663956639566,0.257452574525745
"181",0.584022038567493,0.236914600550964,0.179063360881543
"182",0.211752786220871,0.147922998986829,0.6403242147923
"183",0.22108843537415,0.445578231292517,0.333333333333333
"184",0.130817610062893,0.123270440251572,0.745911949685535
"185",0.457023060796646,0.293501048218029,0.249475890985325
"186",0.333333333333333,0.367231638418079,0.299435028248588
"187",0.344927536231884,0.240579710144928,0.414492753623188
"188",0.415744157441574,0.201722017220172,0.382533825338253
"189",0.202898550724638,0.184265010351967,0.612836438923395
"190",0.207017543859649,0.280701754385965,0.512280701754386
"191",0.105191256830601,0.236338797814208,0.658469945355191
"192",0.335305719921105,0.22879684418146,0.435897435897436
"193",0.277777777777778,0.311111111111111,0.411111111111111
"194",0.171821305841924,0.213058419243986,0.615120274914089
"195",0.282485875706215,0.282485875706215,0.435028248587571
"196",0.277777777777778,0.277777777777778,0.444444444444444
"197",0.173202614379085,0.23202614379085,0.594771241830065
"198",0.35632183908046,0.35632183908046,0.28735632183908
"199",0.21455938697318,0.226053639846743,0.559386973180077
"200",0.435028248587571,0.282485875706215,0.282485875706215
"201",0.331196581196581,0.510683760683761,0.158119658119658
"202",0.463276836158192,0.285310734463277,0.251412429378531
"203",0.772486772486772,0.133597883597884,0.0939153439153439
"204",0.28735632183908,0.28735632183908,0.425287356321839
"205",0.113026819923372,0.164750957854406,0.722222222222222
"206",0.282485875706215,0.299435028248588,0.418079096045198
"207",0.187878787878788,0.196969696969697,0.615151515151515
"208",0.242566510172144,0.200312989045383,0.557120500782473
"209",0.692614770459082,0.177644710578842,0.129740518962076
"210",0.213213213213213,0.357357357357357,0.429429429429429
"211",0.213213213213213,0.321321321321321,0.465465465465466
"212",0.181003584229391,0.132616487455197,0.686379928315412
"213",0.630385487528345,0.174603174603175,0.195011337868481
"214",0.311111111111111,0.361111111111111,0.327777777777778
"215",0.283950617283951,0.42283950617284,0.29320987654321
"216",0.416666666666667,0.37202380952381,0.211309523809524
"217",0.28735632183908,0.28735632183908,0.425287356321839
"218",0.309333333333333,0.285333333333333,0.405333333333333
"219",0.218579234972678,0.193989071038251,0.587431693989071
"220",0.196825396825397,0.625396825396825,0.177777777777778
"221",0.213008130081301,0.232520325203252,0.554471544715447
"222",0.276276276276276,0.528528528528529,0.195195195195195
"223",0.274074074074074,0.274074074074074,0.451851851851852
"224",0.259259259259259,0.453703703703704,0.287037037037037
"225",0.204166666666667,0.726666666666667,0.0691666666666667
"226",0.168168168168168,0.636636636636637,0.195195195195195
"227",0.277777777777778,0.277777777777778,0.444444444444444
"228",0.327956989247312,0.376344086021505,0.295698924731183
"229",0.258566978193146,0.314641744548287,0.426791277258567
"230",0.296296296296296,0.261574074074074,0.44212962962963
"231",0.545787545787546,0.205128205128205,0.249084249084249
"232",0.130287648054146,0.130287648054146,0.739424703891709
"233",0.256410256410256,0.448717948717949,0.294871794871795
"234",0.695006747638327,0.168690958164642,0.136302294197031
"235",0.138785625774473,0.720570012391574,0.140644361833953
"236",0.148362235067437,0.171483622350674,0.680154142581888
"237",0.208835341365462,0.257028112449799,0.534136546184739
"238",0.161904761904762,0.233333333333333,0.604761904761905
"239",0.237333333333333,0.213333333333333,0.549333333333333
"240",0.277153558052434,0.400749063670412,0.322097378277154
"241",0.701754385964912,0.182017543859649,0.116228070175439
"242",0.350282485875706,0.282485875706215,0.367231638418079
"243",0.177392739273927,0.137788778877888,0.684818481848185
"244",0.253333333333333,0.382745098039216,0.363921568627451
"245",0.321138211382114,0.586991869918699,0.091869918699187
"246",0.477045908183633,0.351297405189621,0.171656686626747
"247",0.261111111111111,0.561111111111111,0.177777777777778
"248",0.251618122977346,0.649676375404531,0.098705501618123
"249",0.303303303303303,0.375375375375375,0.321321321321321
"250",0.215151515151515,0.606060606060606,0.178787878787879
"251",0.210884353741497,0.384353741496599,0.404761904761905
"252",0.146464646464646,0.13510101010101,0.718434343434343
"253",0.227197346600332,0.311774461028192,0.461028192371476
"254",0.222222222222222,0.531746031746032,0.246031746031746
"255",0.177583697234352,0.382823871906841,0.439592430858806
"256",0.165425971877585,0.133167907361456,0.70140612076096
"257",0.233595800524934,0.375328083989501,0.391076115485564
"258",0.370206489675516,0.449852507374631,0.179941002949853
"259",0.176190476190476,0.204761904761905,0.619047619047619
"260",0.684095860566449,0.193899782135076,0.122004357298475
"261",0.210970464135021,0.527426160337553,0.261603375527426
"262",0.243512974051896,0.548902195608783,0.207584830339321
"263",0.848141146817895,0.0693131695022054,0.0825456836798992
"264",0.183773216031281,0.740957966764418,0.0752688172043011
"265",0.304597701149425,0.390804597701149,0.304597701149425
"266",0.35632183908046,0.32183908045977,0.32183908045977
"267",0.294444444444444,0.394444444444444,0.311111111111111
"268",0.651515151515151,0.196969696969697,0.151515151515152
"269",0.218137254901961,0.504901960784314,0.276960784313726
"270",0.84707540521494,0.0690627202255109,0.083861874559549
"271",0.245704467353952,0.297250859106529,0.457044673539519
"272",0.232993197278912,0.329931972789116,0.437074829931973
"273",0.467771639042357,0.34622467771639,0.186003683241252
"274",0.762962962962963,0.136296296296296,0.100740740740741
"275",0.378582202111614,0.220211161387632,0.401206636500754
"276",0.5727969348659,0.245210727969349,0.181992337164751
"277",0.176100628930818,0.60062893081761,0.223270440251572
"278",0.616797900262467,0.183727034120735,0.199475065616798
"279",0.278208440999139,0.639965546942291,0.0818260120585702
"280",0.736535662299854,0.155749636098981,0.107714701601164
"281",0.248756218905473,0.472636815920398,0.278606965174129
"282",0.595959595959596,0.202020202020202,0.202020202020202
"283",0.180272108843537,0.527210884353742,0.292517006802721
"284",0.208333333333333,0.495833333333333,0.295833333333333
"285",0.504065040650407,0.339430894308943,0.15650406504065
"286",0.497916666666667,0.297916666666667,0.204166666666667
"287",0.464555052790347,0.355957767722474,0.17948717948718
"288",0.225694444444444,0.475694444444444,0.298611111111111
"289",0.194092827004219,0.308016877637131,0.49789029535865
"290",0.221763085399449,0.234159779614325,0.544077134986226
"291",0.202651515151515,0.611742424242424,0.185606060606061
"292",0.192341166231506,0.268059181897302,0.539599651871192
"293",0.204204204204204,0.267267267267267,0.528528528528529
"294",0.368606701940035,0.246913580246914,0.384479717813051
"295",0.345185185185185,0.18962962962963,0.465185185185185
"296",0.273700305810398,0.470948012232416,0.255351681957187
"297",0.35632183908046,0.304597701149425,0.339080459770115
"298",0.353333333333333,0.253333333333333,0.393333333333333
"299",0.220064724919094,0.258899676375405,0.521035598705502
"300",0.406462585034014,0.232993197278912,0.360544217687075
"301",0.222610722610723,0.257575757575758,0.51981351981352
"302",0.236434108527132,0.189922480620155,0.573643410852713
"303",0.0893719806763285,0.567632850241546,0.342995169082126
"304",0.268170426065163,0.290726817042607,0.441102756892231
"305",0.281609195402299,0.290229885057471,0.42816091954023
"306",0.277777777777778,0.294444444444444,0.427777777777778
"307",0.154761904761905,0.211904761904762,0.633333333333333
"308",0.216666666666667,0.179166666666667,0.604166666666667
"309",0.16374269005848,0.233918128654971,0.60233918128655
"310",0.235690235690236,0.195286195286195,0.569023569023569
"311",0.215873015873016,0.473015873015873,0.311111111111111
"312",0.35202492211838,0.370716510903427,0.277258566978193
"313",0.368088467614534,0.382306477093207,0.249605055292259
"314",0.366946778711485,0.266106442577031,0.366946778711485
"315",0.481770833333333,0.231770833333333,0.286458333333333
"316",0.789800995024876,0.133084577114428,0.0771144278606965
"317",0.438725490196078,0.166666666666667,0.394607843137255
"318",0.279898218829517,0.463104325699746,0.256997455470738
"319",0.164609053497942,0.251028806584362,0.584362139917695
"320",0.251207729468599,0.504830917874396,0.243961352657005
"321",0.179487179487179,0.169871794871795,0.650641025641026
"322",0.686210640608035,0.155266015200869,0.158523344191097
"323",0.258566978193146,0.35202492211838,0.389408099688474
"324",0.265432098765432,0.506172839506173,0.228395061728395
"325",0.435897435897436,0.282051282051282,0.282051282051282
"326",0.19496855345912,0.591194968553459,0.213836477987421
"327",0.168021680216802,0.464769647696477,0.367208672086721
"328",0.604938271604938,0.132716049382716,0.262345679012346
"329",0.271794871794872,0.441025641025641,0.287179487179487
"330",0.194719471947195,0.561056105610561,0.244224422442244
"331",0.159313725490196,0.188725490196078,0.651960784313726
"332",0.176666666666667,0.606666666666667,0.216666666666667
"333",0.32962962962963,0.32962962962963,0.340740740740741
"334",0.335680751173709,0.286384976525822,0.377934272300469
"335",0.205761316872428,0.526748971193416,0.267489711934156
"336",0.504662004662005,0.366550116550117,0.128787878787879
"337",0.304597701149425,0.390804597701149,0.304597701149425
"338",0.183632734530938,0.231536926147705,0.584830339321357
"339",0.37280701754386,0.478070175438597,0.149122807017544
"340",0.149425287356322,0.270114942528736,0.580459770114943
"341",0.372685185185185,0.476851851851852,0.150462962962963
"342",0.715532286212914,0.181500872600349,0.102966841186736
"343",0.19047619047619,0.269047619047619,0.540476190476191
"344",0.725738396624473,0.143459915611814,0.130801687763713
"345",0.362573099415205,0.309941520467836,0.327485380116959
"346",0.438320209973753,0.249343832020997,0.312335958005249
"347",0.258899676375405,0.346278317152104,0.394822006472492
"348",0.288025889967638,0.501618122977346,0.210355987055016
"349",0.501089324618736,0.298474945533769,0.200435729847495
"350",0.329501915708812,0.21455938697318,0.455938697318008
"351",0.495854063018242,0.301824212271973,0.202321724709784
"352",0.27536231884058,0.266666666666667,0.457971014492754
"353",0.590330788804071,0.216284987277354,0.193384223918575
"354",0.232931726907631,0.606425702811245,0.160642570281124
"355",0.279012345679012,0.279012345679012,0.441975308641975
"356",0.166073546856465,0.70344009489917,0.130486358244365
"357",0.676567656765677,0.151815181518152,0.171617161716172
"358",0.685099846390169,0.182795698924731,0.1321044546851
"359",0.521541950113379,0.195011337868481,0.283446712018141
"360",0.34981684981685,0.498168498168498,0.152014652014652
"361",0.121069182389937,0.121069182389937,0.757861635220126
"362",0.677496991576414,0.197352587244284,0.125150421179302
"363",0.749007936507937,0.124007936507937,0.126984126984127
"364",0.303303303303303,0.456456456456456,0.24024024024024
"365",0.273023634881826,0.507742461287694,0.219233903830481
"366",0.262626262626263,0.514141414141414,0.223232323232323
"367",0.765350877192982,0.140350877192982,0.0942982456140351
"368",0.200716845878136,0.232974910394265,0.566308243727599
"369",0.174707602339181,0.617690058479532,0.207602339181287
"370",0.621749408983452,0.217494089834515,0.160756501182033
"371",0.667979002624672,0.167979002624672,0.164041994750656
"372",0.166666666666667,0.294666666666667,0.538666666666667
"373",0.288333333333333,0.203333333333333,0.508333333333333
"374",0.175972927241963,0.22165820642978,0.602368866328257
"375",0.235474006116208,0.327217125382263,0.437308868501529
"376",0.598333333333333,0.258333333333333,0.143333333333333
"377",0.611111111111111,0.233660130718954,0.155228758169935
"378",0.155797101449275,0.210144927536232,0.634057971014493
